id_videojuego,desc_videojuego,Fecha
9145,Neon Genesis Evangelion,1999
9146,Serious Sam II,2005
9147,ICO,2011
9148,Flipnic: Ultimate Pinball,2003
9149,Eigo de Tabisuru: Little Charo,2011
9150,NBA Hangtime,1996
9151,D.C. II P.S.: Da Capo II Plus Situation,2008
9152,Top Gear Hyper-Bike,1999
9153,Brunswick Circuit Pro Bowling,1999
9154,Olympic Hockey 98,1998
9155,CyberTiger,2000
9156,Penny Racers,1998
9157,Virtual Chess 64,1998
9158,Mike Piazza's Strike Zone,1998
9159,Bust-A-Move '99,1998
9160,Star Soldier: Vanishing Earth,1998
9161,Worms Blast,2002
9162,Prinny: Can I Really Be The Hero? (US sales),N/A
9163,The Legend of Heroes VII: The Trail of Blue,2014
9164,Smile PreCure! Let's Go! Marchen World,2012
9165,Tokyo Xtreme Racer Advance,2005
9166,Destiny: The Collection,2016
9167,Gun Showdown,2006
9168,Syndicate,1992
9169,Foster's Home for Imaginary Friends: Imagination Invaders,2007
9170,I Love Beauty: Hollywood Makeover,2009
9171,Power Pro Success Legends,2010
9172,Combat Elite: WWII Paratroopers,N/A
9173,Rock Blast,2008
9174,Pheasants Forever Wingshooter,2010
9175,Ivy the Kiwi?,2010
9176,Killer Loop,1999
9177,Cabela's Dangerous Hunts: Ultimate Challenge,2006
9178,Xiaolin Showdown,2006
9179,Worldwide Soccer,1994
9180,Toriko: Gourmet Battle!,2013
9181,Zoo Tycoon: Complete Collection,2003
9182,Commandos: Strike Force,2006
9183,Mobile Suit Gundam: Gundam vs. Zeta Gundam,2004
9184,Guilty Gear X: Advance Edition,2002
9185,Zoo Tycoon 2,2004
9186,Fate/Tiger Colosseum Upper,2008
9187,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,2009
9188,Theresia...,2008
9189,Pop Cutie! Street Fashion Simulation,2008
9190,Top Gun: Hard Lock,2012
9191,JoJo's Bizarre Adventure: All Star Battle,2012
9192,Genkai Tokki: Moero Crystal,2015
9193,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,2006
9194,Satisfashion,2010
9195,World Soccer Winning Eleven 9 (US sales),2005
9196,Winning Post 4 Maximum,2000
9197,Oddworld: Munch's Oddysee,2003
9198,Match 3 Madness,2010
9199,Exhibition Volume 5,2004
9200,Record of Lodoss War: Eiyuu Sensou,1994
9201,DuckTales: Remastered,2013
9202,Starry ? Sky: In Summer,2010
9203,Imagine: Resort Owner,2010
9204,Pro Yakyuu Netsu Star 2007,2007
9205,Klonoa Beach Volleyball,2002
9206,Melty Blood: Actress Again,2009
9207,Izuna 2: The Unemployed Ninja Returns,2007
9208,Centipede: Infestation,2011
9209,Mercury Meltdown,2006
9210,SingStar Mallorca Party,2009
9211,3D Lemmings,1995
9212,Hi Hi Puffy AmiYumi: Kaznapped,2005
9213,Resident Evil - Code: Veronica X,2003
9214,Broken Sword: The Shadow of the Templars,2002
9215,Summon Night 6: Lost Borders,2016
9216,Tenchi Muyou! Ryoukouki Gokuraku,1995
9217,Jacqueline Wilson's Tracy Beaker: The Game,2009
9218,Doraemon: Nobita no Uchuu Eiyuuki,2015
9219,Trapt,2005
9220,Jewel Legends: Tree of Life,2011
9221,Splat Renegade Paintball,2005
9222,Zendoku,2007
9223,Metal Max 4: Gekkou no Diva,2013
9224,Crazy Chicken: Pharaoh's Treasure,2007
9225,Arcana Heart 3,2014
9226,Magi: Aratanaru Sekai,2014
9227,PoPoLoCrois,2005
9228,Mahouka Koukou no Rettousei: Out of Order,2014
9229,Dragon Rage,2001
9230,Lord of Magna: Maiden Heaven,2014
9231,Dig Dug: Digging Strike,2005
9232,Dance Sensation!,2010
9233,Brave: A Warrior's Tale,2009
9234,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,2016
9235,Raw Danger! (JP sales),2006
9236,Archer Maclean Presents: Pool Paradise,2004
9237,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,2006
9238,Winx Club: Mission Enchantix,2008
9239,Petz Bunnyz Bunch,2011
9240,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007
9241,Backyard Skateboarding 2006,2004
9242,Steins;Gate: Hiyoku Renri no Darling,2012
9243,Captain America: Super Soldier,N/A
9244,Gegege no Kitarou: Youkai Daigekisen,2008
9245,Emblem of Gundam,2008
9246,The Fast and the Furious,2006
9247,Gem Smashers,2011
9248,G-Police: Weapons of Justice,1999
9249,Killing Zone,1996
9250,Policenauts,1995
9251,Adventures of Lolo,1989
9252,Quiz! Hexagon II,2010
9253,Game of Thrones (Telltale),2015
9254,Call of Duty: The War Collection,2010
9255,Racing Gears Advance,2004
9256,Jewel Master: Cradle of Persia,2012
9257,Project Setsuna,2016
9258,Syphon Filter: Logan's Shadow,2010
9259,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,2008
9260,Tanjou S Debut,1996
9261,Nendoroid Generation,2012
9262,Pop'n TwinBee: Rainbow Bell Adventure,1993
9263,Honeycomb Beat,2006
9264,Broken Helix,1997
9265,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,2010
9266,Hajime no Ippo Portable: Victorious Spirits,2007
9267,Nanostray,2005
9268,CMT Presents: Karaoke Revolution Country,2006
9269,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,2007
9270,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,2008
9271,Vitamin X to Z,2011
9272,Fatal Frame,2002
9273,Flip's Twisted World,N/A
9274,Tom Clancy's Ghost Recon: Advanced Warfighter,2006
9275,Urban Chaos: Riot Response,2006
9276,Generation of Chaos,2005
9277,Teenage Mutant Ninja Turtles II: Back from the Sewers,1991
9278,Gormiti: The Lords of Nature!,2010
9279,The Sims 2: University,2005
9280,Pucca Power Up,2011
9281,Resident Evil 2,2003
9282,Real Soccer 2009,2008
9283,World Championship Athletics,2009
9284,Yomawari,2015
9285,Real Bout Garou Densetsu Special: Dominated Mind,1998
9286,Jumble Madness,2009
9287,Vampire Rain: Altered Species,2008
9288,Sumikko Gurashi: Mura o Tsukurundesu,2016
9289,Minna no Sukkiri,2009
9290,Scurge: Hive,2006
9291,Romance of the Three Kingdoms 13,2015
9292,Noddy in Toyland,2011
9293,Aquarium by DS,2008
9294,Ride to Hell,2013
9295,Burning Rangers,1998
9296,Mana Khemia: Alchemists of Al-Revis,2007
9297,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,2010
9298,Interplay Sports Baseball 2000,1999
9299,Zone of the Enders: The Fist of Mars,2001
9300,Animorphs: Shattered Reality,2000
9301,Eikan wa Kimini 2002: Koshien no Kodou,2002
9302,PopStar Guitar,2008
9303,Mirror's Edge,2009
9304,Blade Dancer: Lineage of Light,2006
9305,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,2006
9306,G1 Jockey 2,2000
9307,Mobile Ops: The One Year War,N/A
9308,Chaos Rings III,2014
9309,Senritsu no Stratus,2011
9310,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,2009
9311,Rhapsody: A Musical Adventure,2008
9312,Titan Quest,2006
9313,Wantame Fortune Channel,2007
9314,Evangelion: Jo,2009
9315,Bleach: Blade Battlers 2nd,2007
9316,Samurai Jack: The Shadow of Aku,2004
9317,Kamen Rider Kabuto,2006
9318,Men in Black The Series: Crashdown,2001
9319,Zero Divide,1995
9320,Tsugunai: Atonement,2001
9321,Lost Kingdoms II,2003
9322,Nights of Azure,2015
9323,Dungeon Keeper 2,1999
9324,Viewtiful Joe: Red Hot Rumble,2005
9325,The Lord of the Rings: The Battle for Middle-Earth II,2006
9326,Kaite Shabette Hajimeyou! Monster Farm DS,2007
9327,Dungeon Explorer: Warriors of Ancient Arts,2007
9328,Point Blank DS (US sales),2006
9329,Broken Sword II: The Smoking Mirror,1997
9330,Pump It Up: Exceed,2005
9331,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,2012
9332,Doki-Doki Universe,2013
9333,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",2007
9334,Girls RPG: Cinderellife,2012
9335,Tom Clancy's Rainbow Six: Critical Hour,N/A
9336,Gothic 3,2006
9337,Scrabble Blast!,2005
9338,Dino Pets,2009
9339,Fate/Stay Night [R̩alta Nua],2012
9340,The Mysterious Case of Dr. Jekyll and Mr. Hyde,2010
9341,Gintama no Sugoroku,2013
9342,Kid Fit Island Resort,2010
9343,Roogoo Twisted Towers,2009
9344,Doraemon 4: Nobita to Toki no Okoku,1995
9345,Toaru Kagaku no Chou Denjihou,2011
9346,Starwinder: The Ultimate Space Race,1996
9347,The Lost Chronicles of Zerzura,2012
9348,Ski Region Simulator,2011
9349,Angelique Trois,2000
9350,Dreamer Series: Babysitter,2009
9351,Dance Dance Revolution: Mario Mix (JP sales),2005
9352,A-Train 6,2000
9353,Meitantei Conan: Tantei Ryoku Trainer,2007
9354,ESPN International Winter Sports 2002,2002
9355,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",2009
9356,KimiKiss (ebKore+),2008
9357,Gold and Glory: The Road to El Dorado,2000
9358,Choro Q Marine: Q Boat,1998
9359,GunPey,2006
9360,BattleBots: Beyond the BattleBox,2002
9361,MX vs. ATV Supercross Encore,2015
9362,Yuugen Gaisha Brave Company,2011
9363,Mighty Beanz: Pocket Puzzles,2004
9364,Ken to Mahou to Gakuen Mono. 3D,2011
9365,History Great Empires: Rome,2009
9366,Friends: The One with All the Trivia,2005
9367,Mame Goma 2: Uchi no Ko ga Ichiban!,2008
9368,Backyard NFL Football '08,2007
9369,Gunbird,1995
9370,Imagine: Party Planner,2009
9371,Dream C Club Portable,2010
9372,Elemental Gearbolt,1997
9373,WWF Wrestlemania: The Arcade Game,1995
9374,Handball 16,2015
9375,Mega Man 8 Anniversary Collector's Edition,1997
9376,V-Rally 3,2002
9377,Nobunaga no Yabou: Souzou,2014
9378,GRID,N/A
9379,Pro Yakyuu Famista 2011,2011
9380,Impact Racing,1996
9381,Sled Shred featuring the Jamaican Bobsled Team,2010
9382,Amazing Island,2004
9383,SeaBlade,2002
9384,Jikkyou Powerful Pro Yakyuu DreamCast Edition,2000
9385,Carmen Sandiego: The Secret of the Stolen Drums,2004
9386,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,2010
9387,Activision Hits: Remixed,2006
9388,Death Jr. II: Root of Evil,2006
9389,Hail to the Chimp,2008
9390,MotoGP 4 - Official Game of MotoGP,2005
9391,Kyoukai Senjou no Horizon Portable,2013
9392,4 Elements,2009
9393,Shining Force III: Scenario 2,1998
9394,Airline Tycoon 2,2011
9395,Worms World Party,2002
9396,Medabots: Metabee,2002
9397,NHL Legacy,2015
9398,Final Fight: Streetwise,2006
9399,Drivers Ed Portable,2008
9400,Rebelstar: Tactical Command,2005
9401,Kamen Rider: Battride War Genesis,2016
9402,IL-2 Sturmovik: Cliffs of Dover,2011
9403,Unsolved Crimes,2008
9404,Minna to Kimi no Piramekino!,2010
9405,Bombastic,2002
9406,NHL Powerplay 98,1997
9407,Olympic Soccer: Atlanta 1996,1996
9408,Lernerfolg Vorschule: Capt'n Sharky,2009
9409,Samurai Dou Portable,2008
9410,Princess on Ice,2008
9411,Phantasy Star Online Episode I & II Plus,2003
9412,Front Mission 2089: Border of Madness,2008
9413,Miracle Girls Festival,2015
9414,Dual Hearts,2002
9415,7 Wonders: Treasures of Seven,2011
9416,Saki: Zenkoku-hen,2015
9417,Mister Slime,2008
9418,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,2015
9419,"Murder, She Wrote",2009
9420,Virtual Villagers: A New Home,2010
9421,Wing Commander: Prophecy,2003
9422,Marc Ecko's Getting Up: Contents Under Pressure,2006
9423,Learn Science,2010
9424,Hakuouki: Reimeiroku,2010
9425,Vertigo,2009
9426,Shin Sangoku Musou 5 Empires,2010
9427,Carve,2004
9428,GachiTora! Abarenbou Kyoushi in High School,2011
9429,WTA Tour Tennis,2001
9430,Bottom of the 9th '99,1998
9431,Reader Rabbit 2nd Grade,N/A
9432,Famicom Mini: Dig Dug,2004
9433,Naval Ops: Commander,2004
9434,Defendin' De Penguin,2008
9435,Bleach: Blade Battlers,2006
9436,Rez,2001
9437,Goosebumps: The Game,2015
9438,Rockin' Pretty,2009
9439,Jake Power: Policeman,2008
9440,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,2006
9441,Lufia: The Ruins of Lore,2002
9442,Major Minor's Majestic March,2009
9443,Shaman King: Soul Fight,2003
9444,Samurai Deeper Kyo,2002
9445,Samantha Swift and the Hidden Roses of Athena,2010
9446,Medabots: Infinity,2003
9447,Jirou Akagawa: Majotachi no Nemuri,1995
9448,Bust-A-Bloc,2002
9449,Sitting Ducks,2003
9450,Animal Planet: Vet Collection,2010
9451,Imagine Animal Doctor Care Center,2010
9452,Uta no Prince-Sama: Music 3,2016
9453,Pretty Cure All Stars Everyone Gather ? Let's Dance!,2013
9454,Mountain Bike Adrenaline,N/A
9455,New Prince of Tennis: Go to the Top,2015
9456,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,2013
9457,Nobunaga's Ambition: Sphere of Influence,2014
9458,Hi-Octane: The Track Fights Back!,1995
9459,Venetica,2009
9460,Black Sigil: Blade of the Exiled,2009
9461,Tour de France 2011,N/A
9462,TrackMania Turbo: Build to Race,2010
9463,ZombiU,2016
9464,Domino Rally,2007
9465,Doraemon 2: Nobita no Toizurando Daibouken,1993
9466,Samurai Champloo: Sidetracked,2006
9467,Drill Dozer,N/A
9468,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,2007
9469,Utawarerumono: Futari no Hakuoro,2016
9470,Chaos;Child,2015
9471,Fatal Fury: Wild Ambition,1999
9472,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,2010
9473,Dengeki Gakuen RPG: Cross of Venus,2009
9474,Judge Dredd,1997
9475,Minna no Ennichi,2012
9476,Winning Post 8,2014
9477,DoDonPachi Resurrection,2010
9478,Bass Rise,1999
9479,UEFA Champions League 2006-2007,2007
9480,Dynamite Headdy,1993
9481,Choujikuu Yousai Macross: Do You Remember Love,2012
9482,Arcania: Gothic 4,2015
9483,Persona 2: Eternal Punishment,2012
9484,Dragon's Lair 3D: Return to the Lair,2002
9485,Growlanser: Heritage of War (jp sales),2006
9486,Myst IV: Revelation,2005
9487,Culdcept Revolt,2016
9488,Sushi Go-Round,2010
9489,Pachinko Wars II,1993
9490,Myth Makers: Orbs of Doom,2007
9491,The Nightmare of Druaga: Fushigino Dungeon,2004
9492,Omega Labyrinth,2015
9493,Air Conflicts: Aces of World War II,2009
9494,Cities in Motion,2011
9495,Virtua Striker 2002,2002
9496,Code Lyoko,2007
9497,Taito Legends Power Up,2007
9498,Fate/Unlimited Codes Portable,2009
9499,Metal Slug Anthology,2007
9500,Tenchu: Dark Secret,2006
9501,Game no Kanzume Vol 2,1994
9502,Zoo Quest: Puzzle Fun!,2008
9503,JoJo no Kimy? na B?ken Fantomu Buraddo,2006
9504,The Idolmaster 2,2011
9505,PQ2: Practical Intelligence Quotient,2006
9506,Mr Bean's Wacky World of Wii,2009
9507,Powerdrome,2004
9508,Dreamer Series: Puppy Trainer,2008
9509,Pro Yakyuu Spirits 5 Kanzenban,2008
9510,Tsumiki: Block Drop Mania,2007
9511,Shin Sangoku Musou 5 Special,2009
9512,Pony Friends: Mini Breeds Edition,2008
9513,Otogi 2: Immortal Warriors,2003
9514,Legend of Kay,2005
9515,Dead or Alive Xtreme 3: Fortune,2016
9516,Strawberry Shortcake: Strawberryland Games,2006
9517,Koi to Senkyo to Chocolate Portable,2012
9518,Dokapon Journey,2008
9519,Ultra Bust-A-Move,2004
9520,Pony Friends,2007
9521,Ferrari F355 Challenge,2002
9522,MorphX,2010
9523,Stranger of Sword City,2015
9524,Air Traffic Chaos,2007
9525,Battleship / Connect Four / Sorry! / Trouble,2006
9526,Prism: Light the Way,2007
9527,Tiny Toon Adventures: Toonenstein - Dare to Scare,1998
9528,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,2010
9529,Shifters,2002
9530,RPG Tsukuru DS,2010
9531,Earth Defense Force 4.1: The Shadow of New Despair,2015
9532,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,2008
9533,TNA iMPACT: Cross the Line,2010
9534,Lagoon,1991
9535,Nanostray 2,2008
9536,Microsoft Flight Simulator X Acceleration Expansion Pack,2007
9537,Trick x Logic: Season 1,2010
9538,Mawashite Tsunageru Touch Panic,2006
9539,Luminous Arc Infinity,2015
9540,Monster! Bass Fishing,2003
9541,Sigma Star Saga,2005
9542,Assetto Corsa,2016
9543,Batman: Gotham City Racer,2001
9544,Sengoku Basara X,2008
9545,Plants vs. Zombies,2009
9546,Doraemon: Nobita no Kyouryuu 2006 DS,2006
9547,Ontamarama,2007
9548,Hakuoki: Stories of the Shinsengumi,2010
9549,DokiDoki Majo Shinpan!,2007
9550,Starry ? Sky: In Spring,2010
9551,Armored Core: Formula Front Extreme Battle,2004
9552,Downforce,2002
9553,Bejeweled Twist,2008
9554,Little Busters! Converted Edition,2009
9555,Disney's Party,2002
9556,Tennis no Oji-Sama: 2005 Crystal Drive,2004
9557,Summon Night X: Tears Crown,2009
9558,Taiho Shichauzo!,2001
9559,Battle vs. Chess,N/A
9560,Phantom Crash,2002
9561,Men of War: Assault Squad,2011
9562,Fishdom,2011
9563,Yanya Caballista: City Skater,2001
9564,Expendable,1999
9565,Imagine: Artist,2009
9566,Pet Pals: New Leash on Life,2010
9567,The Idolmaster: Gravure For You! Vol. 2,2011
9568,Arthur! Ready to Race,2000
9569,Thunder Force V: Perfect System,1998
9570,The Typing of the Dead,2000
9571,The Idolm@ster: Dearly Stars,2009
9572,Kids Learn Music A+ Edition,2011
9573,Kart Racer,2009
9574,Bakemonogatari Portable,2012
9575,Sam & Max: Beyond Time and Space,2010
9576,To Heart 2: Dungeon Travelers,2015
9577,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,2006
9578,Shrek Super Party,2003
9579,Bakusou Kyoudai Let's & Go!! Eternal Wings,1998
9580,Caligula,2016
9581,Steins;Gate 0,2015
9582,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,2007
9583,NHL Blades of Steel '99,1999
9584,Lips: Deutsche Partyknaller,2009
9585,Apassionata: Die Galanacht der Pferde,2009
9586,Dungeon Raiders,2009
9587,Philosoma,1995
9588,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,1995
9589,Puyo Pop,2001
9590,Marriage Royale: Prism Story,2010
9591,Super Heroine Chronicle,2014
9592,Kamiwaza,2006
9593,Rave Master,2002
9594,The Technomancer,2016
9595,Ben 10 Galactic Racing,2012
9596,Kinnikuman Muscle Grand Prix Max,2006
9597,Hotel for Dogs,2009
9598,Suzuki Super-Bikes II: Riding Challenge,2008
9599,Jim Henson's Muppets in Spy Muppets: License to Croak,2003
9600,Medal of Honor: European Assault (weekly JP sales),2005
9601,Super Robot Taisen Neo,2009
9602,OutRun 2006: Coast 2 Coast,2006
9603,Blues Brothers 2000,2000
9604,Metal Max 2 Reloaded,2011
9605,All Star Tennis 99,1999
9606,Hercules: The Legendary Journeys,2000
9607,Dual Heroes,1997
9608,Fighter Destiny 2,1999
9609,Chameleon Twist 2,1998
9610,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,2007
9611,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,2007
9612,Winning Post World,2009
9613,Arx Fatalis,2003
9614,Slam Dunk SD Heat Up!!,1995
9615,My Body Coach,2009
9616,Dead in the Water,1999
9617,Winning Post 7 2013,2013
9618,Detective Conan: Prelude from the Past,2012
9619,Dr. Seuss: Green Eggs and Ham,2003
9620,Sea Monsters: A Prehistoric Adventure,2007
9621,Atelier Rorona: Alchemist of Arland,2013
9622,Guilty Gear Dust Strikers,2006
9623,Dark Summit,2002
9624,Singularity,2010
9625,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,2010
9626,George of the Jungle and the Search for the Secret,2008
9627,Turbo Turtle Adventure,2002
9628,"Warhammer 40,000: Dawn of War",2004
9629,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,2006
9630,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,1994
9631,Corpse Party: Blood Covered - Repeated Fear,2010
9632,The Lost Treasures of Alexandria,2011
9633,Chronicles of the Sword,1996
9634,The Lost Vikings,2003
9635,Keiba Eight Special,1993
9636,Harukanaru Toki no Naka de 3,2004
9637,Reel Fishing: The Great Outdoors,2006
9638,Assassin's Creed: Altair's Chronicles,2008
9639,Pirates vs Ninja Dodgeball,2009
9640,Guild 01,2012
9641,The History Channel: Great Battles - Medieval,N/A
9642,Nike+ Kinect Training,2012
9643,Durarara!! 3-way Standoff,2010
9644,Cartoon Network Racing,2006
9645,Tokimeki Memorial Girl's Side 2nd Kiss,2006
9646,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,2010
9647,Active Life: Magical Carnival,2011
9648,Hokuto no Ken,2007
9649,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),2006
9650,Stretch Panic,2001
9651,Empire Earth,2001
9652,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,2013
9653,Baku Baku,1995
9654,Pro Cycling Manager 2016,2016
9655,SD Gundam: Over Galaxian,1996
9656,Smart Kid's Party Fun Pak,2008
9657,BeatMania IIDX 3rd Style,2000
9658,Yu-Gi-Oh! World Championship 2007,2007
9659,Hummer Badlands,2006
9660,Freelancer,2003
9661,Woody Woodpecker: Escape from Buzz Buzzard Park,2001
9662,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",2007
9663,Furu Furu Park,2007
9664,Monster Band,2008
9665,BeatMania IIDX 4th Style: New Songs Collection,2001
9666,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,2008
9667,G1 Grand Prix,2012
9668,QUIZ PARTY,2012
9669,MTX Mototrax,2006
9670,Around the World in 80 Days,2004
9671,Houkago Shounen,2008
9672,Classic Dungeon X2,2011
9673,Pinball Tycoon,2002
9674,Cartoon Network Block Party,2004
9675,Power Spike Pro Beach Volleyball,2000
9676,White Album: Tsuzurareru Fuyu no Omoide,2010
9677,Harukanaru Toki no Naka de: Yumenoukihashi,2008
9678,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,1998
9679,SD Gundam: Scad Hammers,2006
9680,Spitfire Heroes: Tales of the Royal Air Force,2008
9681,Super Bust-A-Move,2001
9682,ZooCube,2002
9683,Stunt GP,2001
9684,Wicked Monster Blast!,2011
9685,NBA 2K,1999
9686,D.Gray-man: Kami no Shitotachi,2007
9687,Strikers 1945,1996
9688,Jikkyou Oshaberi Parodius,1995
9689,Super Jinsei Game 2,1995
9690,Winter Sports 3: The Great Tournament,2010
9691,J-League Winning Eleven 2010: Club Championship,2010
9692,Johnny Bazookatone,1995
9693,Beastly Frantic Foto,2011
9694,Neverland Card Battles,2008
9695,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,2015
9696,Worms Reloaded,2010
9697,StarCraft,1998
9698,Koihime Musou,2008
9699,Blazing Souls: Accelate,2009
9700,Ms Saga: A New Dawn,2005
9701,Kekkon Zenya,1995
9702,Finny the Fish & the Seven Waters,2004
9703,Next Generation of Chaos,2002
9704,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,2008
9705,GrimGrimoire,2007
9706,J-League '96 Dream Stadium,1996
9707,Capcom vs. SNK: Millennium Fight 2000 Pro,2001
9708,Golden Axe: The Duel,1994
9709,Crime Life: Gang Wars,2005
9710,Tokimeki Memorial: Girls Side 1st Love,2007
9711,Rock 'N Roll Racing,2003
9712,Far Cry,2004
9713,Silhouette Mirage,1998
9714,Dynasty Warriors Vol. 2,2006
9715,Treasure Report: Kikai Jikake no Isan,2011
9716,Growlanser VI: Precarious World,2007
9717,Block Kuzushi,1995
9718,Boing! Docomodake DS,2007
9719,American Bass Challenge,2001
9720,Secret Service,2008
9721,Sword Art Online: Game Director's Edition,2015
9722,Ultimate Ghosts 'n Goblins (JP sales),2006
9723,Rugby 06,2006
9724,Fatal Frame II: Crimson Butterfly Director's Cut,2004
9725,Deadliest Catch: Alaskan Storm,2008
9726,Colin McRae Rally 2005,2004
9727,Venus & Braves: Majo to Megami to Horobi no Yogen,2011
9728,Ship Simulator Extremes,2010
9729,Zoop,1995
9730,Powerful Golf,2011
9731,Saiyuki: Journey West,1999
9732,Detective Conan: Marionette Symphony,2013
9733,Amnesia Crowd,2013
9734,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,2008
9735,Monster Hunter Frontier Online,N/A
9736,VR Soccer '96,1996
9737,Diabolik Lovers,2012
9738,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,2008
9739,Summoner: A Goddess Reborn,2003
9740,Saints Row: Gat out of Hell,2015
9741,Rock of the Dead,2010
9742,The Sims,2000
9743,Cesar Millan's Dog Whisperer,2008
9744,Kiniro no Corda 2 Encore,2007
9745,Jewel Quest Mysteries,2009
9746,Moon,2009
9747,M&M's Adventure,2008
9748,ESPN Great Outdoor Games Bass 2002,2001
9749,Soul Eater: Plot of Medusa,2008
9750,Gummy Bears Mini Golf,2010
9751,Company of Heroes,2006
9752,Color Cross,2008
9753,Gaist Crusher,2013
9754,Punch King,2002
9755,Silent Hunter: Wolves of the Pacific,2007
9756,World Championship Pool 2004,2004
9757,The Dark Spire,2008
9758,Kakuto Chojin,2002
9759,Beyond Oasis,1993
9760,Forza Motorsport 3: Ultimate Edition,2010
9761,Wii de Asobu Chibi-Robo!,2009
9762,Romance of the Three Kingdoms VI: Awakening of the Dragon,1998
9763,To Heart 2 DX Plus,2011
9764,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,2011
9765,Naruto: Uzumaki Chronicles 2 (JP sales),2006
9766,Snoopy vs the Red Baron,2006
9767,Pet Vet: Down Under,2009
9768,Raze's Hell,2005
9769,Rain (2013),2013
9770,Billy the Wizard: Rocket Broomstick Racing,2007
9771,Pool Party,2007
9772,Microsoft Train Simulator,2001
9773,Shin Megami Tensei NINE,2002
9774,Magic Carpet,1995
9775,Hoshigami: Ruining Blue Earth,2001
9776,GunPey DS,2006
9777,Wing Island,2006
9778,Clever Kids: Creepy Crawlies,2009
9779,Supreme Commander,2007
9780,NightCaster II: Equinox,2002
9781,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,2008
9782,Galaxy Racers,2010
9783,Wonder World Amusement Park,2008
9784,Bubble Bobble Revolution,2005
9785,Time Crisis: Project Titan,2001
9786,Ys: The Ark of Napishtim,2006
9787,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,2011
9788,Crusader: No Remorse,1996
9789,MiniCopter: Adventure Flight,2007
9790,Shaun the Sheep,2008
9791,Fast & Furious: Showdown,2013
9792,Test Drive: Ferrari Legends,2012
9793,FIFA Manager 12,2011
9794,River City Soccer Hooligans,2010
9795,Shin Hayarigami,2014
9796,Turok: Dinosaur Hunter,1997
9797,Taiko no Tatsujin Portable 2,2006
9798,Gitaroo Man,2001
9799,Super Bubble Pop,2003
9800,Mafia,2002
9801,Balloon Pop,2007
9802,XBLAZE Code: Embryo,2013
9803,Black Mirror 2,2009
9804,Time Travelers,2012
9805,Amnesia Later,2012
9806,B-Boy,2006
9807,Cocoto Kart Racer,2004
9808,Crazy Chicken: Atlantis Quest,2007
9809,Test Drive Le Mans,1999
9810,Counter Force,2007
9811,Big Air Freestyle,2002
